,id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,exterior_qc,basment_qc,overall_qc,garage_qc,mo_yr_sold,garage_car_area,gr_area_rooms,gr_bed_bath,overall_qual_gr_area,overall_qc_gr_area
1279,2069,905226130,20,RL,11375,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,736.0,1.0,0.0,231.0,967.0,GasA,3,1,4,1299,0,0,1299,0.0,0.0,1,0,3,1,4,6,7,1,3.0,1.0,2.0,494.0,3.0,3.0,2,81,0,280,0,0,0,0.0,0.0,0,10,2007,WD ,150000,9,9.0,30,9.0,20070,988.0,7794,3,7794,38970
1280,1743,528228275,120,RL,3922,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1258.0,1258.0,GasA,5,1,4,1402,0,0,1402,0.0,2.0,0,2,2,1,4,7,7,1,4.0,3.0,3.0,648.0,3.0,3.0,2,120,16,0,0,0,0,0.0,0.0,0,2,2007,New,194201,12,15.0,35,9.0,4014,1944.0,9814,0,9814,49070
1281,472,528228450,120,RL,3182,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3.0,1.0,6.0,16.0,1.0,0.0,1330.0,1346.0,GasA,5,1,4,1504,0,0,1504,0.0,0.0,2,0,1,1,4,7,7,1,4.0,3.0,2.0,457.0,3.0,3.0,2,156,0,0,0,0,0,0.0,0.0,0,5,2009,WD ,181000,12,12.0,35,9.0,10045,914.0,10528,2,10528,52640
1282,1921,535154080,20,RL,9750,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,3,3,CBlock,3.0,3.0,1.0,3.0,608.0,1.0,0.0,834.0,1442.0,GasA,4,1,4,1442,0,0,1442,0.0,0.0,1,1,4,1,3,7,7,0,0.0,0.0,1.0,301.0,3.0,3.0,2,0,0,275,0,0,0,0.0,0.0,500,4,2007,COD,157900,9,9.0,36,9.0,8028,301.0,10094,4,8652,51912
1283,2778,907187010,60,RL,13426,Pave,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,894.0,1.0,0.0,57.0,951.0,GasA,5,1,4,951,828,0,1779,1.0,0.0,2,1,3,1,4,7,7,1,3.0,3.0,2.0,586.0,3.0,3.0,2,208,107,0,0,0,0,0.0,0.0,0,9,2006,WD ,217000,12,12.0,35,9.0,18054,1172.0,12453,6,12453,62265
1284,526,528480040,60,FV,10574,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1082.0,1082.0,GasA,5,1,4,1082,871,0,1953,0.0,0.0,2,1,3,1,4,9,7,1,4.0,0.0,3.0,1043.0,3.0,3.0,2,160,50,0,0,0,0,0.0,0.0,0,5,2009,WD ,252000,12,12.0,40,9.0,10045,3129.0,17577,6,15624,78120
1285,2795,907262080,60,RL,8726,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,872.0,872.0,GasA,5,1,4,872,1037,0,1909,0.0,0.0,2,1,4,1,4,8,7,0,0.0,0.0,2.0,529.0,3.0,3.0,2,0,108,0,0,0,0,0.0,0.0,0,9,2006,WD ,197000,12,12.0,35,9.0,18054,1058.0,15272,8,13363,66815
1286,478,528240030,60,RL,7984,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,868.0,868.0,GasA,5,1,4,868,762,0,1630,0.0,0.0,2,1,3,1,4,7,7,1,4.0,3.0,2.0,436.0,3.0,3.0,2,120,48,0,0,0,0,0.0,0.0,0,9,2009,WD ,189500,12,12.0,35,9.0,18081,872.0,11410,6,11410,57050
1287,2841,909101050,50,RL,8248,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,686.0,686.0,GasW,4,1,4,686,564,0,1250,0.0,1.0,1,1,3,1,2,7,7,0,0.0,1.0,1.0,280.0,3.0,3.0,1,207,0,96,0,0,0,0.0,0.0,0,7,2006,WD ,116000,9,9.0,35,9.0,14042,280.0,8750,3,6250,43750
1288,119,534251320,20,RL,9790,Pave,3,Lvl,3,Inside,2,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3.0,3.0,1.0,5.0,569.0,3.0,81.0,678.0,1328.0,GasA,3,1,4,1328,0,0,1328,1.0,0.0,1,1,3,1,3,6,7,2,4.0,1.0,2.0,528.0,3.0,3.0,2,0,26,0,0,0,0,0.0,0.0,0,6,2010,WD ,143000,9,9.0,30,9.0,12060,1056.0,7968,3,7968,39840
1289,1960,535451040,20,RL,7200,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,534.0,3.0,96.0,246.0,876.0,GasA,3,1,4,988,0,0,988,0.0,0.0,1,0,3,1,3,6,7,0,0.0,1.0,1.0,276.0,3.0,3.0,2,0,80,0,0,0,0,0.0,0.0,0,5,2007,WD ,119000,9,9.0,35,9.0,10035,276.0,5928,3,4940,34580
1290,1277,535455090,50,RL,7200,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,673.0,1.0,0.0,181.0,854.0,GasA,2,1,3,854,424,0,1278,0.0,0.0,1,0,4,1,3,6,7,0,0.0,1.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,1.0,0,4,2008,WD ,127500,9,9.0,30,9.0,8032,240.0,7668,4,7668,38340
1291,2466,528480110,60,FV,8125,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,858.0,858.0,GasA,5,1,4,858,858,0,1716,0.0,0.0,2,1,3,1,4,7,7,0,0.0,0.0,2.0,615.0,3.0,3.0,2,0,53,0,0,0,0,0.0,0.0,0,2,2006,WD ,200825,12,12.0,30,9.0,4012,1230.0,12012,6,10296,51480
1292,2844,909101330,30,RL,8088,Pave,3,Lvl,3,Inside,2,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,498.0,498.0,GasA,3,0,2,498,0,0,498,0.0,0.0,1,0,1,1,3,3,7,0,0.0,1.0,1.0,216.0,2.0,2.0,0,0,0,100,0,0,0,0.0,0.0,0,2,2006,ConLD,35000,9,9.0,6,4.0,4012,216.0,1494,1,996,2988
1293,1028,527357180,60,RL,12511,Pave,2,Lvl,3,Corner,2,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,4,3,PConc,4.0,3.0,1.0,5.0,988.0,1.0,0.0,432.0,1420.0,GasA,5,1,4,1420,1420,0,2840,0.0,1.0,2,1,4,1,4,8,5,2,4.0,3.0,4.0,1314.0,3.0,4.0,2,0,16,0,0,208,0,0.0,3.0,0,12,2008,WD ,292500,12,12.0,49,12.0,24096,5256.0,22720,8,19880,139160
1294,1043,527451060,160,RM,1869,Pave,3,Lvl,3,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,3.0,3.0,1.0,3.0,321.0,1.0,0.0,162.0,483.0,GasA,3,1,4,483,504,0,987,0.0,0.0,1,1,2,1,3,5,7,0,0.0,1.0,1.0,280.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,9,2008,WD ,106000,9,9.0,36,9.0,18072,280.0,4935,2,5922,35532
1295,231,905201030,30,RL,9259,Pave,3,Lvl,3,Corner,2,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,660.0,660.0,GasA,3,0,4,756,0,0,756,0.0,0.0,1,0,2,1,3,4,7,0,0.0,1.0,2.0,440.0,3.0,3.0,0,80,0,0,0,0,0,0.0,0.0,0,6,2010,WD ,85000,9,6.0,16,9.0,12060,880.0,3024,2,3024,12096
1296,461,528186010,20,RL,16770,Pave,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,4,3,PConc,5.0,3.0,4.0,6.0,1196.0,1.0,0.0,516.0,1712.0,GasA,5,1,4,1712,0,0,1712,1.0,0.0,2,0,3,1,4,8,7,1,4.0,0.0,3.0,701.0,3.0,3.0,2,218,183,0,0,0,0,0.0,0.0,0,9,2009,WD ,286500,12,15.0,40,9.0,18081,2103.0,13696,6,13696,68480
1297,33,527452190,120,RL,4043,Pave,3,Lvl,3,Inside,2,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,360.0,1.0,0.0,709.0,1069.0,GasA,3,1,4,1069,0,0,1069,0.0,0.0,2,0,2,1,3,4,7,1,2.0,0.0,2.0,440.0,3.0,3.0,2,0,55,0,0,165,0,0.0,0.0,0,7,2010,WD ,127500,9,12.0,30,9.0,14070,880.0,4276,4,6414,32070
1298,1795,528456230,20,FV,9000,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1335.0,1335.0,GasA,5,1,4,1335,0,0,1335,0.0,0.0,2,0,3,1,4,6,7,0,0.0,0.0,2.0,575.0,3.0,3.0,2,0,210,0,0,0,0,0.0,0.0,0,6,2007,New,210400,12,12.0,35,9.0,12042,1150.0,8010,6,9345,46725
1299,1073,528186030,120,RL,12677,Pave,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,5,3,PConc,5.0,3.0,4.0,6.0,1218.0,1.0,0.0,300.0,1518.0,GasA,5,1,4,1518,0,0,1518,0.0,0.0,1,1,1,1,5,6,7,1,4.0,0.0,2.0,588.0,3.0,3.0,2,185,140,0,0,0,0,0.0,0.0,0,4,2008,WD ,274000,15,15.0,40,9.0,8032,1176.0,9108,1,12144,60720
1300,1576,916384100,60,RL,12852,Pave,2,HLS,3,Corner,2,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,770.0,1.0,0.0,150.0,920.0,GasA,5,1,4,920,860,0,1780,1.0,0.0,2,1,3,1,4,6,7,1,4.0,3.0,2.0,612.0,3.0,3.0,2,0,192,0,0,0,0,0.0,0.0,0,1,2008,New,264966,12,12.0,40,9.0,2008,1224.0,10680,6,14240,71200
1301,2044,903484080,50,RM,10320,Pave,3,Lvl,3,Corner,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,4,1,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,2.0,1.0,1.0,0.0,1.0,0.0,771.0,771.0,GasA,2,1,4,866,504,114,1484,0.0,0.0,2,0,3,1,3,6,0,0,0.0,1.0,1.0,264.0,3.0,2.0,0,14,211,0,0,84,0,0.0,0.0,0,9,2007,COD,50000,4,6.0,4,6.0,18063,264.0,8904,6,5936,5936
1302,185,902327040,50,RM,10800,Pave,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2.0,3.0,1.0,2.0,686.0,1.0,0.0,0.0,686.0,GasA,3,1,4,966,686,0,1652,1.0,0.0,2,0,4,1,3,7,7,0,0.0,1.0,1.0,416.0,3.0,3.0,2,0,0,196,0,0,0,0.0,0.0,1200,6,2010,WD ,139000,12,6.0,30,9.0,12060,416.0,11564,8,8260,49560
1303,1828,532476080,60,RL,19522,Pave,2,Bnk,3,Inside,2,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,4,3,PConc,4.0,3.0,1.0,6.0,727.0,1.0,0.0,496.0,1223.0,GasA,4,1,4,1271,1232,0,2503,1.0,0.0,2,1,3,1,4,7,7,1,3.0,0.0,2.0,564.0,3.0,3.0,2,0,99,0,0,182,0,0.0,0.0,0,2,2007,WD ,300000,12,12.0,35,9.0,4014,1128.0,17521,6,17521,87605
1304,344,526355080,80,RL,13860,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,1410.0,1.0,0.0,542.0,1952.0,GasA,4,1,4,2000,704,0,2704,1.0,0.0,2,1,4,1,5,9,7,3,3.0,3.0,2.0,538.0,3.0,3.0,2,269,111,0,0,0,0,0.0,3.0,0,7,2009,WD ,345000,12,12.0,56,9.0,14063,1076.0,24336,8,21632,151424
1305,2152,907275080,20,RL,11927,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519.0,4,3,PConc,4.0,3.0,4.0,4.0,408.0,6.0,465.0,683.0,1556.0,GasA,5,1,4,1592,0,0,1592,0.0,0.0,2,0,3,1,4,7,7,1,3.0,3.0,2.0,484.0,3.0,3.0,2,120,35,0,0,0,0,0.0,0.0,0,6,2007,WD ,228000,12,12.0,40,9.0,12042,968.0,11144,6,12736,63680
1307,2637,902100130,70,RM,9906,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,686.0,686.0,GasA,2,0,4,810,518,0,1328,0.0,0.0,1,0,3,1,3,8,7,0,0.0,1.0,1.0,210.0,3.0,3.0,2,0,172,60,0,0,0,0.0,0.0,0,9,2006,WD ,107000,9,9.0,16,9.0,18054,210.0,10624,3,5312,21248
1308,1000,527127140,120,RL,4923,Pave,3,Lvl,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5.0,3.0,3.0,6.0,1153.0,1.0,0.0,440.0,1593.0,GasA,5,1,4,1593,0,0,1593,1.0,0.0,1,1,0,1,5,5,7,1,4.0,3.0,2.0,682.0,3.0,3.0,2,0,120,0,0,224,0,0.0,0.0,0,8,2008,WD ,286000,12,15.0,40,9.0,16064,1364.0,7965,0,12744,63720
1309,727,902477120,30,C (all),7879,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,495.0,1.0,0.0,225.0,720.0,GasA,3,0,3,720,0,0,720,0.0,0.0,1,0,2,1,3,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,523,115,0,0,0,0.0,2.0,0,11,2009,WD ,34900,9,9.0,20,0.0,22099,0.0,2880,2,2880,14400
1310,2612,535403040,20,RL,7800,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,312.0,2.0,600.0,0.0,912.0,GasA,3,1,4,912,0,0,912,0.0,0.0,1,0,2,1,3,5,7,0,0.0,1.0,1.0,288.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,11,2006,WD ,115000,9,9.0,25,9.0,22066,288.0,4560,2,4560,22800
1311,2422,528228340,120,RL,3196,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4.0,3.0,4.0,1.0,0.0,1.0,0.0,1273.0,1273.0,GasA,5,1,4,1456,0,0,1456,0.0,0.0,2,0,2,1,4,7,7,1,3.0,3.0,2.0,400.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0.0,0,5,2006,WD ,215000,12,12.0,40,9.0,10030,800.0,10192,4,11648,58240
1312,752,903429110,70,RM,9928,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,2,1,4,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,5,0,0.0,1.0,1.0,216.0,3.0,3.0,0,24,28,0,0,0,0,0.0,0.0,400,6,2009,WD ,179900,12,9.0,56,9.0,12054,216.0,15552,6,13608,108864
1313,15,527182190,120,RL,6820,Pave,2,Lvl,3,Corner,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,368.0,4.0,1120.0,0.0,1488.0,GasA,3,1,4,1502,0,0,1502,1.0,0.0,1,1,1,1,4,4,7,0,0.0,0.0,2.0,528.0,3.0,3.0,2,0,54,0,0,140,0,0.0,0.0,0,6,2010,WD ,212000,12,12.0,40,9.0,12060,1056.0,6008,1,12016,60080
1314,2319,527108030,60,RL,13128,Pave,2,HLS,3,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1074.0,1074.0,GasA,5,1,4,1074,990,0,2064,0.0,0.0,2,1,4,1,4,7,7,1,4.0,3.0,2.0,527.0,3.0,3.0,2,0,119,0,0,0,0,0.0,0.0,0,1,2006,WD ,250000,12,12.0,40,9.0,2006,1054.0,14448,8,16512,82560
1315,2681,903233100,50,RM,6240,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1042.0,1042.0,GasA,5,1,4,1042,534,0,1576,0.0,0.0,1,0,3,1,3,8,7,1,4.0,1.0,1.0,225.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2006,WD ,149000,9,9.0,30,9.0,16048,225.0,12608,3,7880,47280
1316,1006,527163100,60,RL,8000,Pave,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,219.0,1.0,0.0,554.0,773.0,GasA,4,1,4,773,885,0,1658,1.0,0.0,2,1,3,1,3,8,7,1,3.0,3.0,2.0,431.0,3.0,3.0,2,224,84,0,0,0,0,0.0,0.0,0,6,2008,WD ,188000,9,12.0,30,9.0,12048,862.0,13264,6,9948,49740
1317,2596,535375040,30,RL,10410,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,713.0,713.0,GasA,5,1,4,713,0,0,713,0.0,0.0,1,0,2,1,4,5,7,0,0.0,1.0,1.0,371.0,2.0,2.0,0,0,75,161,0,0,0,0.0,0.0,0,10,2006,WD ,99800,12,9.0,24,4.0,20060,371.0,3565,2,2139,17112
1318,2002,902408080,70,RM,10800,Pave,3,Bnk,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,718.0,718.0,GasA,5,1,4,1576,978,0,2554,0.0,0.0,1,1,3,1,3,8,7,0,0.0,1.0,2.0,704.0,3.0,3.0,1,0,48,143,0,0,0,0.0,0.0,0,7,2007,WD ,159500,12,9.0,56,9.0,14049,1408.0,20432,3,17878,143024
1319,55,528231020,80,RL,13300,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,326.0,1.0,0.0,58.0,384.0,GasA,5,1,4,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,7,1,4.0,3.0,2.0,400.0,3.0,3.0,2,100,0,0,0,0,0,0.0,0.0,0,6,2010,WD ,184500,12,12.0,35,9.0,12060,800.0,9618,6,9618,48090
1320,2104,906380070,60,RL,9588,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1482.0,1482.0,GasA,5,1,4,1482,1092,0,2574,0.0,0.0,2,1,3,1,5,10,7,1,4.0,3.0,3.0,868.0,3.0,3.0,2,0,148,0,0,0,0,0.0,0.0,0,11,2007,New,276000,12,15.0,40,9.0,22077,2604.0,25740,6,20592,102960
1321,1682,527453010,160,RL,2308,Pave,3,Lvl,3,Corner,2,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,556.0,1.0,0.0,248.0,804.0,GasA,3,1,4,804,744,0,1548,1.0,0.0,2,1,3,1,4,7,7,1,3.0,1.0,2.0,440.0,3.0,3.0,2,48,0,0,0,0,0,0.0,0.0,0,7,2007,WD ,155000,9,12.0,36,9.0,14049,880.0,10836,6,9288,55728
1322,977,923227080,20,RL,13383,Pave,2,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3.0,3.0,1.0,4.0,594.0,1.0,0.0,594.0,1188.0,GasA,5,1,4,1404,0,0,1404,0.0,0.0,2,0,3,1,3,7,7,1,1.0,1.0,2.0,504.0,3.0,3.0,2,0,16,0,0,0,0,0.0,0.0,0,3,2009,WD ,160000,9,9.0,25,9.0,6027,1008.0,9828,6,7020,35100
1323,2548,534403440,60,RL,9350,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,360.0,1.0,0.0,360.0,720.0,GasA,4,1,4,720,720,0,1440,0.0,0.0,1,1,4,1,3,7,7,1,1.0,3.0,2.0,480.0,3.0,3.0,2,0,32,240,0,0,0,0.0,0.0,0,7,2006,WD ,157500,9,9.0,30,9.0,14042,960.0,10080,4,7200,43200
1324,340,924151040,20,RL,9892,Pave,3,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4.0,4.0,4.0,6.0,1341.0,2.0,284.0,54.0,1679.0,GasA,5,1,4,1803,0,0,1803,1.0,1.0,2,1,3,1,4,6,7,2,3.0,1.0,2.0,482.0,3.0,3.0,2,129,64,222,0,0,0,0.0,2.0,0,2,2010,WD ,285000,16,16.0,40,9.0,4020,964.0,10818,6,14424,72120
1325,1487,908102040,90,RL,8777,Pave,3,Lvl,3,Inside,2,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,1084.0,1.0,0.0,188.0,1272.0,GasA,4,1,4,1272,928,0,2200,2.0,0.0,2,2,4,2,3,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70,0,0,0,0,0.0,4.0,0,9,2008,WD ,145900,9,9.0,35,0.0,18072,0.0,19800,8,11000,77000
1326,1423,906223220,80,RL,10541,Pave,2,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,672.0,672.0,GasA,5,1,4,1302,735,0,2037,0.0,0.0,2,1,3,1,4,8,7,1,3.0,3.0,2.0,472.0,3.0,3.0,2,100,33,0,0,0,0,0.0,0.0,0,2,2008,WD ,229000,12,12.0,35,9.0,4016,944.0,16296,6,14259,71295
1328,1949,535378080,50,RL,10284,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1925,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,1030.0,2.0,66.0,55.0,1151.0,GasA,5,1,4,845,436,0,1281,1.0,0.0,2,0,1,1,3,6,4,0,0.0,1.0,2.0,580.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,8,2007,WD ,128500,9,9.0,28,9.0,16056,1160.0,7686,2,5124,35868
